111111111	5	1334	1462
111111111	5	1577	1616
111111113	7	3580	3741
111111114	5	1705	1824
111111117	7	671	753
111111122	3	3489	3519
111111122	4	3991	4046
111111124	0	4540	4575
111111124	1	4661	4760
111111131	0	102	109
111111131	0	723	731
111111131	1	823	865
111111131	10	1031	1068
111111131	2	4339	4352
111111131	0	4752	4768
111111131	0	4882	4899
111111132	1	2262	2272
111111132	1	2280	2292
111111132	5	4307	4320
111111132	0	10851	10860
111111132	8	12045	12087
111111133	0	1070	1077
111111133	1	2625	2646
111111134	2	1225	1237
111111135	0	835	844
111111136	6	1874	2026
694327499	0	110	142
694327499	1	3032	3055
694356862	0	86	106
694356862	3	270	311
694356862	4	5363	5430
694811415	4	1013	1112
695833178	2	1040	1093
695833178	4	1992	2104
696246189	2	3236	3277
696264594	13	899	972
696264594	1	1313	1356
696264594	0	6754	6784
696694316	0	3276	3379
696694316	0	4478	4500
696694316	0	7026	7097
696694316	13	9373	9584
696694316	0	11102	11126
697063039	3	1375	1413
697063039	0	1828	1845
697063039	11	1975	2072
697444415	4	2959	3022
697454736	12	8793	8976
697472447	4	3600	3640
697959084	0	128	157
697996062	1	94	108
698018235	10	2132	2410
698018235	0	2723	2730
698092698	1	306	327
698092698	4	353	371
698092698	4	5882	5948
698503276	0	1057	1084
698503276	0	1169	1228
698503276	0	6946	6983
698719689	0	1440	1449
698780559	2	1908	1931
698780559	4	2364	2399
699142854	2	7018	7034
699142854	1	7574	7602
699291100	2	4424	4434
699291100	2	4836	4846
699291100	2	4985	4992
699478811	5	2060	2119
699478811	5	4890	4924
699478811	5	5511	5554
699478811	0	7155	7173
700387229	9	243	259
700461600	3	717	760
700461600	4	1551	1562
700461600	5	3073	3255
700551604	7	2034	2149
700551604	7	3326	3364
700551604	0	3383	3403
700551604	0	4686	4698
700551604	7	7694	7798
700551604	6	9219	9324
700662577	0	1217	1227
701225819	5	1493	1605
701225819	1	4720	4739
701299732	5	244	299
701447437	0	50	93
701447437	9	363	376
701447437	3	1423	1442
701553469	7	1983	2143
701837665	7	1829	2008
701837665	0	3510	3534
701837665	7	3824	3883
701837665	0	5821	5840
701837665	7	7529	7666
701837665	12	7727	7747
701837665	1	8115	8155
701837665	4	8453	8556
701837665	12	9331	9372
701837665	0	12031	12047
701837665	6	12381	12476
701933838	5	981	1153
702077434	11	1377	1393
702077434	3	1701	1732
702077783	4	1853	1917
702111021	2	2179	2193
703056647	2	53	61
703056647	2	223	230
703056647	3	239	275
703056647	4	2102	2176
703698295	0	2285	2298
703698295	0	5917	5958
703698295	0	7231	7245
703698295	0	7641	7660
703698295	0	7719	7741
703698295	10	9765	9961
703821117	6	472	532
703821117	1	2475	2523
703821117	12	10860	10997
703821117	2	12149	12243
703821117	0	13316	13369
703821117	0	14142	14158
703821117	6	14419	14458
703821117	7	14511	14640
703821117	0	16195	16231
703821117	13	18275	18323
703821117	3	18378	18396
704591553	0	933	954
